"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/aggregate_throughput_mbps","2026-05-08_13-32 - external/aggregate_throughput_mbps__MIN","2026-05-08_13-32 - external/aggregate_throughput_mbps__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"60","36.511","36.511","36.511","60","60","60","36.867","36.867","36.867","60","60","60","40.893","40.893","40.893","60","60","60","35.17","35.17","35.17","60","60","60","35.024","35.024","35.024","4350","4350","4350","35.076","35.076","35.076","60","60","60","33.713","33.713","33.713","60","60","60","35.579","35.579","35.579","60","60","60","42.275","42.275","42.275","60","60","60"
"61","36.333","36.333","36.333","61","61","61","33.545","33.545","33.545","61","61","61","37.067","37.067","37.067","61","61","61","36.847","36.847","36.847","61","61","61","35.484","35.484","35.484","4406","4406","4406","36.155","36.155","36.155","61","61","61","38.146","38.146","38.146","61","61","61","35.935","35.935","35.935","61","61","61","37.213","37.213","37.213","61","61","61"
"62","36.48","36.48","36.48","62","62","62","39.508","39.508","39.508","62","62","62","33.692","33.692","33.692","62","62","62","35.39","35.39","35.39","62","62","62","36.344","36.344","36.344","4463","4463","4463","17.952","17.952","17.952","62","62","62","36.071","36.071","36.071","62","62","62","35.086","35.086","35.086","62","62","62","35.506","35.506","35.506","62","62","62"
"63","31.973","31.973","31.973","63","63","63","34.814","34.814","34.814","63","63","63","34.657","34.657","34.657","63","63","63","36.333","36.333","36.333","63","63","63","34.572","34.572","34.572","4519","4519","4519","33.64","33.64","33.64","63","63","63","34.583","34.583","34.583","63","63","63","37.517","37.517","37.517","63","63","63","36.155","36.155","36.155","63","63","63"
"64","38.89","38.89","38.89","64","64","64","36.92","36.92","36.92","64","64","64","38.922","38.922","38.922","64","64","64","35.012","35.012","35.012","64","64","64","31.952","31.952","31.952","4580","4580","4580","31.732","31.732","31.732","64","64","64","37.308","37.308","37.308","64","64","64","35.464","35.464","35.464","64","64","64","34.447","34.447","34.447","64","64","64"
"65","36.994","36.994","36.994","65","65","65","36.165","36.165","36.165","65","65","65","35.82","35.82","35.82","65","65","65","34.667","34.667","34.667","65","65","65","36.081","36.081","36.081","4637","4637","4637","42.129","42.129","42.129","65","65","65","35.568","35.568","35.568","65","65","65","34.353","34.353","34.353","65","65","65","34.08","34.08","34.08","65","65","65"
"66","31.784","31.784","31.784","66","66","66","34.006","34.006","34.006","66","66","66","34.175","34.175","34.175","66","66","66","36.187","36.187","36.187","66","66","66","33.169","33.169","33.169","4699","4699","4699","36.438","36.438","36.438","66","66","66","30.276","30.276","30.276","66","66","66","35.84","35.84","35.84","66","66","66","21.022","21.022","21.022","66","66","66"
"67","38.744","38.744","38.744","67","67","67","38.366","38.366","38.366","67","67","67","36.616","36.616","36.616","67","67","67","37.633","37.633","37.633","67","67","67","31.407","31.407","31.407","4760","4760","4760","34.509","34.509","34.509","67","67","67","42.066","42.066","42.066","67","67","67","37.403","37.403","37.403","67","67","67","35.83","35.83","35.83","67","67","67"
"68","37.507","37.507","37.507","68","68","68","35.286","35.286","35.286","68","68","68","32.445","32.445","32.445","68","68","68","36.27","36.27","36.27","68","68","68","31.23","31.23","31.23","4820","4820","4820","36.952","36.952","36.952","68","68","68","36.04","36.04","36.04","68","68","68","36.291","36.291","36.291","68","68","68","36.04","36.04","36.04","68","68","68"
"69","35.569","35.569","35.569","69","69","69","36.124","36.124","36.124","69","69","69","41.447","41.447","41.447","69","69","69","34.866","34.866","34.866","69","69","69","30.108","30.108","30.108","4880","4880","4880","35.746","35.746","35.746","69","69","69","35.285","35.285","35.285","69","69","69","34.677","34.677","34.677","69","69","69","35.798","35.798","35.798","69","69","69"
"70","17.574","17.574","17.574","70","70","70","18.067","18.067","18.067","70","70","70","34.834","34.834","34.834","70","70","70","36.595","36.595","36.595","70","70","70","50.639","50.639","50.639","5058","5058","5058","35.348","35.348","35.348","70","70","70","36.165","36.165","36.165","70","70","70","36.679","36.679","36.679","70","70","70","34.992","34.992","34.992","70","70","70"
"71","36.009","36.009","36.009","71","71","71","35.578","35.578","35.578","71","71","71","28.347","28.347","28.347","71","71","71","32.561","32.561","32.561","71","71","71","34.269","34.269","34.269","5235","5235","5235","36.794","36.794","36.794","71","71","71","35.578","35.578","35.578","71","71","71","35.473","35.473","35.473","71","71","71","34.615","34.615","34.615","71","71","71"
"72","35.893","35.893","35.893","72","72","72","35.736","35.736","35.736","72","72","72","33.461","33.461","33.461","72","72","72","38.921","38.921","38.921","72","72","72","27.027","27.027","27.027","5411","5411","5411","34.834","34.834","34.834","72","72","72","36.04","36.04","36.04","72","72","72","17.721","17.721","17.721","72","72","72","36.952","36.952","36.952","72","72","72"
"73","35.841","35.841","35.841","73","73","73","36.281","36.281","36.281","73","73","73","41.248","41.248","41.248","73","73","73","35.464","35.464","35.464","73","73","73","49.307","49.307","49.307","5587","5587","5587","29.144","29.144","29.144","73","73","73","35.401","35.401","35.401","73","73","73","35.316","35.316","35.316","73","73","73","36.564","36.564","36.564","73","73","73"
"74","33.085","33.085","33.085","74","74","74","35.453","35.453","35.453","74","74","74","35.83","35.83","35.83","74","74","74","36.281","36.281","36.281","74","74","74","59.222","59.222","59.222","5758","5758","5758","33.053","33.053","33.053","74","74","74","36.271","36.271","36.271","74","74","74","36.271","36.271","36.271","74","74","74","35.547","35.547","35.547","74","74","74"
"75","32.246","32.246","32.246","75","75","75","35.893","35.893","35.893","75","75","75","35.841","35.841","35.841","75","75","75","33.462","33.462","33.462","75","75","75","73.632","73.632","73.632","5927","5927","5927","39.802","39.802","39.802","75","75","75","35.851","35.851","35.851","75","75","75","34.666","34.666","34.666","75","75","75","33.692","33.692","33.692","75","75","75"
"76","41.364","41.364","41.364","76","76","76","34.94","34.94","34.94","76","76","76","35.642","35.642","35.642","76","76","76","17.501","17.501","17.501","76","76","76","37.004","37.004","37.004","6096","6096","6096","43.533","43.533","43.533","76","76","76","35.243","35.243","35.243","76","76","76","36.962","36.962","36.962","76","76","76","37.329","37.329","37.329","76","76","76"
"77","36.449","36.449","36.449","77","77","77","36.679","36.679","36.679","77","77","77","36.333","36.333","36.333","77","77","77","17.878","17.878","17.878","77","77","77","33.252","33.252","33.252","6267","6267","6267","35.841","35.841","35.841","77","77","77","36.512","36.512","36.512","77","77","77","34.678","34.678","34.678","77","77","77","29.354","29.354","29.354","77","77","77"
"78","35.893","35.893","35.893","78","78","78","36.135","36.135","36.135","78","78","78","32.739","32.739","32.739","78","78","78","33.127","33.127","33.127","78","78","78","39.047","39.047","39.047","6438","6438","6438","35.002","35.002","35.002","78","78","78","17.816","17.816","17.816","78","78","78","37.507","37.507","37.507","78","78","78","25.381","25.381","25.381","78","78","78"
"79","35.075","35.075","35.075","79","79","79","34.28","34.28","34.28","79","79","79","39.184","39.184","39.184","79","79","79","37.738","37.738","37.738","79","79","79","35.358","35.358","35.358","6609","6609","6609","31.156","31.156","31.156","79","79","79","35.107","35.107","35.107","79","79","79","18.13","18.13","18.13","79","79","79","41.479","41.479","41.479","79","79","79"
"80","36.375","36.375","36.375","80","80","80","35.935","35.935","35.935","80","80","80","35.505","35.505","35.505","80","80","80","36.103","36.103","36.103","80","80","80","35.945","35.945","35.945","6784","6784","6784","40.714","40.714","40.714","80","80","80","36.354","36.354","36.354","80","80","80","35.547","35.547","35.547","80","80","80","47.819","47.819","47.819","80","80","80"
"81","35.924","35.924","35.924","81","81","81","37.298","37.298","37.298","81","81","81","36.217","36.217","36.217","81","81","81","36.239","36.239","36.239","81","81","81","36.05","36.05","36.05","6960","6960","6960","36.197","36.197","36.197","81","81","81","35.998","35.998","35.998","81","81","81","36.03","36.03","36.03","81","81","81","35.725","35.725","35.725","81","81","81"
"82","36.009","36.009","36.009","82","82","82","35.841","35.841","35.841","82","82","82","32.75","32.75","32.75","82","82","82","31.135","31.135","31.135","82","82","82","34.625","34.625","34.625","7131","7131","7131","36.186","36.186","36.186","82","82","82","36.134","36.134","36.134","82","82","82","35.631","35.631","35.631","82","82","82","36.532","36.532","36.532","82","82","82"
"83","31.942","31.942","31.942","83","83","83","36.186","36.186","36.186","83","83","83","18.078","18.078","18.078","83","83","83","40.777","40.777","40.777","83","83","83","31.911","31.911","31.911","7305","7305","7305","36.186","36.186","36.186","83","83","83","35.316","35.316","35.316","83","83","83","36.48","36.48","36.48","83","83","83","32.372","32.372","32.372","83","83","83"
"84","38.964","38.964","38.964","84","84","84","34.929","34.929","34.929","84","84","84","32.77","32.77","32.77","84","84","84","34.898","34.898","34.898","84","84","84","30.129","30.129","30.129","7480","7480","7480","34.887","34.887","34.887","84","84","84","36.124","36.124","36.124","84","84","84","33.011","33.011","33.011","84","84","84","33.597","33.597","33.597","84","84","84"
"85","36.375","36.375","36.375","85","85","85","36.951","36.951","36.951","85","85","85","38.618","38.618","38.618","85","85","85","37.706","37.706","37.706","85","85","85","44.277","44.277","44.277","7652","7652","7652","36.595","36.595","36.595","85","85","85","35.873","35.873","35.873","85","85","85","18.109","18.109","18.109","85","85","85","41.835","41.835","41.835","85","85","85"
"86","37.612","37.612","37.612","86","86","86","36.626","36.626","36.626","86","86","86","36.271","36.271","36.271","86","86","86","18.298","18.298","18.298","86","86","86","38.796","38.796","38.796","7827","7827","7827","36.752","36.752","36.752","86","86","86","37.161","37.161","37.161","86","86","86","34.981","34.981","34.981","86","86","86","33.734","33.734","33.734","86","86","86"
"87","35.966","35.966","35.966","87","87","87","35.264","35.264","35.264","87","87","87","36.008","36.008","36.008","87","87","87","35.736","35.736","35.736","87","87","87","30.988","30.988","30.988","7998","7998","7998","36.239","36.239","36.239","87","87","87","35.473","35.473","35.473","87","87","87","36.344","36.344","36.344","87","87","87","38.848","38.848","38.848","87","87","87"
"88","33.933","33.933","33.933","88","88","88","36.679","36.679","36.679","88","88","88","36.92","36.92","36.92","88","88","88","36.082","36.082","36.082","88","88","88","40.713","40.713","40.713","8173","8173","8173","36.197","36.197","36.197","88","88","88","36.973","36.973","36.973","88","88","88","37.318","37.318","37.318","88","88","88","36.071","36.071","36.071","88","88","88"
"89","31.764","31.764","31.764","89","89","89","32.057","32.057","32.057","89","89","89","35.275","35.275","35.275","89","89","89","36.501","36.501","36.501","89","89","89","35.453","35.453","35.453","8348","8348","8348","18.015","18.015","18.015","89","89","89","36.532","36.532","36.532","89","89","89","30.349","30.349","30.349","89","89","89","36.113","36.113","36.113","89","89","89"
"90","34.73","34.73","34.73","90","90","90","39.718","39.718","39.718","90","90","90","35.411","35.411","35.411","90","90","90","36.344","36.344","36.344","90","90","90","36.878","36.878","36.878","8520","8520","8520","35.715","35.715","35.715","90","90","90","36.039","36.039","36.039","90","90","90","40.616","40.616","40.616","90","90","90","36.26","36.26","36.26","90","90","90"
"91","42.118","42.118","42.118","91","91","91","36.207","36.207","36.207","91","91","91","37.57","37.57","37.57","91","91","91","34.101","34.101","34.101","91","91","91","36.124","36.124","36.124","8691","8691","8691","35.925","35.925","35.925","91","91","91","35.589","35.589","35.589","91","91","91","36.082","36.082","36.082","91","91","91","36.039","36.039","36.039","91","91","91"
"92","37.37","37.37","37.37","92","92","92","34.258","34.258","34.258","92","92","92","35.107","35.107","35.107","92","92","92","37.182","37.182","37.182","92","92","92","35.149","35.149","35.149","8867","8867","8867","35.778","35.778","35.778","92","92","92","36.176","36.176","36.176","92","92","92","37.664","37.664","37.664","92","92","92","36.019","36.019","36.019","92","92","92"
"93","35.401","35.401","35.401","93","93","93","38.576","38.576","38.576","93","93","93","36.972","36.972","36.972","93","93","93","36.249","36.249","36.249","93","93","93","37.12","37.12","37.12","9041","9041","9041","35.044","35.044","35.044","93","93","93","36.909","36.909","36.909","93","93","93","36.186","36.186","36.186","93","93","93","34.866","34.866","34.866","93","93","93"
"94","36.448","36.448","36.448","94","94","94","35.61","35.61","35.61","94","94","94","35.421","35.421","35.421","94","94","94","33.116","33.116","33.116","94","94","94","36.207","36.207","36.207","9212","9212","9212","37.455","37.455","37.455","94","94","94","35.558","35.558","35.558","94","94","94","35.138","35.138","35.138","94","94","94","36.972","36.972","36.972","94","94","94"
"95","30.716","30.716","30.716","95","95","95","36.197","36.197","36.197","95","95","95","36.438","36.438","36.438","95","95","95","39.204","39.204","39.204","95","95","95","35.82","35.82","35.82","9383","9383","9383","35.348","35.348","35.348","95","95","95","35.809","35.809","35.809","95","95","95","35.956","35.956","35.956","95","95","95","36.113","36.113","36.113","95","95","95"
"96","41.636","41.636","41.636","96","96","96","36.355","36.355","36.355","96","96","96","35.767","35.767","35.767","96","96","96","31.994","31.994","31.994","96","96","96","36.071","36.071","36.071","9558","9558","9558","36.878","36.878","36.878","96","96","96","34.593","34.593","34.593","96","96","96","34.069","34.069","34.069","96","96","96","35.568","35.568","35.568","96","96","96"
"97","34.792","34.792","34.792","97","97","97","35.128","35.128","35.128","97","97","97","32.708","32.708","32.708","97","97","97","38.052","38.052","38.052","97","97","97","35.202","35.202","35.202","9733","9733","9733","33.546","33.546","33.546","97","97","97","35.819","35.819","35.819","97","97","97","37.528","37.528","37.528","97","97","97","35.065","35.065","35.065","97","97","97"
"98","37.654","37.654","37.654","98","98","98","36.113","36.113","36.113","98","98","98","39.719","39.719","39.719","98","98","98","33.441","33.441","33.441","98","98","98","36.249","36.249","36.249","9904","9904","9904","31.585","31.585","31.585","98","98","98","37.35","37.35","37.35","98","98","98","36.742","36.742","36.742","98","98","98","31.701","31.701","31.701","98","98","98"
"99","35.757","35.757","35.757","99","99","99","36.648","36.648","36.648","99","99","99","36.155","36.155","36.155","99","99","99","40.473","40.473","40.473","99","99","99","35.306","35.306","35.306","10071","10071","10071","42.044","42.044","42.044","99","99","99","36.721","36.721","36.721","99","99","99","32.917","32.917","32.917","99","99","99","41.599","41.599","41.599","99","99","99"
"100","30.213","30.213","30.213","100","100","100","36.039","36.039","36.039","100","100","100","34.824","34.824","34.824","100","100","100","34.866","34.866","34.866","100","100","100","37.591","37.591","37.591","10244","10244","10244","35.002","35.002","35.002","100","100","100","33.043","33.043","33.043","100","100","100","39.634","39.634","39.634","100","100","100","36.155","36.155","36.155","100","100","100"
"101","40.41","40.41","40.41","101","101","101","34.31","34.31","34.31","101","101","101","37.277","37.277","37.277","101","101","101","37.842","37.842","37.842","101","101","101","36.469","36.469","36.469","10421","10421","10421","32.949","32.949","32.949","101","101","101","38.859","38.859","38.859","101","101","101","35.862","35.862","35.862","101","101","101","30.59","30.59","30.59","101","101","101"
"102","37.276","37.276","37.276","102","102","102","30.842","30.842","30.842","102","102","102","35.673","35.673","35.673","102","102","102","35.631","35.631","35.631","102","102","102","35.537","35.537","35.537","10595","10595","10595","34.143","34.143","34.143","102","102","102","35.579","35.579","35.579","102","102","102","34.614","34.614","34.614","102","102","102","30.464","30.464","30.464","102","102","102"
"103","36.564","36.564","36.564","103","103","103","43.407","43.407","43.407","103","103","103","34.793","34.793","34.793","103","103","103","30.8","30.8","30.8","103","103","103","29.448","29.448","29.448","10767","10767","10767","40.064","40.064","40.064","103","103","103","35.013","35.013","35.013","103","103","103","37.098","37.098","37.098","103","103","103","47.389","47.389","47.389","103","103","103"
"104","35.473","35.473","35.473","104","104","104","33.598","33.598","33.598","104","104","104","36.962","36.962","36.962","104","104","104","41.521","41.521","41.521","104","104","104","42.716","42.716","42.716","10941","10941","10941","38.356","38.356","38.356","104","104","104","37.108","37.108","37.108","104","104","104","35.641","35.641","35.641","104","104","104","34.499","34.499","34.499","104","104","104"
"105","35.893","35.893","35.893","105","105","105","36.857","36.857","36.857","105","105","105","35.673","35.673","35.673","105","105","105","36.144","36.144","36.144","105","105","105","35.086","35.086","35.086","11113","11113","11113","36.144","36.144","36.144","105","105","105","35.663","35.663","35.663","105","105","105","32.079","32.079","32.079","105","105","105","36.459","36.459","36.459","105","105","105"
"106","30.947","30.947","30.947","106","106","106","36.322","36.322","36.322","106","106","106","37.349","37.349","37.349","106","106","106","36.291","36.291","36.291","106","106","106","36.039","36.039","36.039","11284","11284","11284","36.364","36.364","36.364","106","106","106","30.422","30.422","30.422","106","106","106","39.456","39.456","39.456","106","106","106","35.474","35.474","35.474","106","106","106"
"107","40.106","40.106","40.106","107","107","107","30.338","30.338","30.338","107","107","107","34.918","34.918","34.918","107","107","107","34.761","34.761","34.761","107","107","107","35.39","35.39","35.39","11450","11450","11450","35.295","35.295","35.295","107","107","107","40.347","40.347","40.347","107","107","107","32.267","32.267","32.267","107","107","107","36.333","36.333","36.333","107","107","107"
