"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/active_gnb_count","2026-05-08_13-32 - external/active_gnb_count__MIN","2026-05-08_13-32 - external/active_gnb_count__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"91","6","6","6","91","91","91","7","7","7","91","91","91","6","6","6","91","91","91","4","4","4","91","91","91","6","6","6","8691","8691","8691","5","5","5","91","91","91","8","8","8","91","91","91","5","5","5","91","91","91","6","6","6","91","91","91"
"92","5","5","5","92","92","92","8","8","8","92","92","92","7","7","7","92","92","92","6","6","6","92","92","92","6","6","6","8867","8867","8867","4","4","4","92","92","92","6","6","6","92","92","92","7","7","7","92","92","92","8","8","8","92","92","92"
"93","5","5","5","93","93","93","7","7","7","93","93","93","7","7","7","93","93","93","6","6","6","93","93","93","6","6","6","9041","9041","9041","5","5","5","93","93","93","5","5","5","93","93","93","5","5","5","93","93","93","6","6","6","93","93","93"
"94","7","7","7","94","94","94","6","6","6","94","94","94","6","6","6","94","94","94","6","6","6","94","94","94","6","6","6","9212","9212","9212","6","6","6","94","94","94","3","3","3","94","94","94","2","2","2","94","94","94","3","3","3","94","94","94"
"95","2","2","2","95","95","95","5","5","5","95","95","95","7","7","7","95","95","95","4","4","4","95","95","95","6","6","6","9383","9383","9383","7","7","7","95","95","95","6","6","6","95","95","95","7","7","7","95","95","95","9","9","9","95","95","95"
"96","6","6","6","96","96","96","7","7","7","96","96","96","7","7","7","96","96","96","6","6","6","96","96","96","6","6","6","9558","9558","9558","6","6","6","96","96","96","7","7","7","96","96","96","4","4","4","96","96","96","6","6","6","96","96","96"
"97","6","6","6","97","97","97","6","6","6","97","97","97","6","6","6","97","97","97","4","4","4","97","97","97","6","6","6","9733","9733","9733","5","5","5","97","97","97","5","5","5","97","97","97","6","6","6","97","97","97","6","6","6","97","97","97"
"98","6","6","6","98","98","98","6","6","6","98","98","98","9","9","9","98","98","98","4","4","4","98","98","98","6","6","6","9904","9904","9904","5","5","5","98","98","98","5","5","5","98","98","98","8","8","8","98","98","98","6","6","6","98","98","98"
"99","5","5","5","99","99","99","8","8","8","99","99","99","6","6","6","99","99","99","6","6","6","99","99","99","6","6","6","10071","10071","10071","6","6","6","99","99","99","8","8","8","99","99","99","6","6","6","99","99","99","7","7","7","99","99","99"
"100","3","3","3","100","100","100","7","7","7","100","100","100","5","5","5","100","100","100","6","6","6","100","100","100","6","6","6","10244","10244","10244","7","7","7","100","100","100","5","5","5","100","100","100","3","3","3","100","100","100","7","7","7","100","100","100"
"101","4","4","4","101","101","101","5","5","5","101","101","101","6","6","6","101","101","101","6","6","6","101","101","101","6","6","6","10421","10421","10421","5","5","5","101","101","101","6","6","6","101","101","101","7","7","7","101","101","101","6","6","6","101","101","101"
"102","4","4","4","102","102","102","2","2","2","102","102","102","4","4","4","102","102","102","5","5","5","102","102","102","6","6","6","10595","10595","10595","5","5","5","102","102","102","4","4","4","102","102","102","6","6","6","102","102","102","4","4","4","102","102","102"
"103","3","3","3","103","103","103","5","5","5","103","103","103","6","6","6","103","103","103","2","2","2","103","103","103","6","6","6","10767","10767","10767","6","6","6","103","103","103","4","4","4","103","103","103","2","2","2","103","103","103","5","5","5","103","103","103"
"104","7","7","7","104","104","104","5","5","5","104","104","104","7","7","7","104","104","104","5","5","5","104","104","104","6","6","6","10941","10941","10941","8","8","8","104","104","104","4","4","4","104","104","104","6","6","6","104","104","104","7","7","7","104","104","104"
"105","8","8","8","105","105","105","4","4","4","105","105","105","2","2","2","105","105","105","4","4","4","105","105","105","6","6","6","11113","11113","11113","8","8","8","105","105","105","4","4","4","105","105","105","5","5","5","105","105","105","5","5","5","105","105","105"
"106","3","3","3","106","106","106","6","6","6","106","106","106","7","7","7","106","106","106","5","5","5","106","106","106","6","6","6","11284","11284","11284","7","7","7","106","106","106","3","3","3","106","106","106","8","8","8","106","106","106","6","6","6","106","106","106"
"107","6","6","6","107","107","107","2","2","2","107","107","107","7","7","7","107","107","107","5","5","5","107","107","107","6","6","6","11450","11450","11450","5","5","5","107","107","107","5","5","5","107","107","107","7","7","7","107","107","107","3","3","3","107","107","107"
"108","6","6","6","108","108","108","4","4","4","108","108","108","2","2","2","108","108","108","5","5","5","108","108","108","6","6","6","11626","11626","11626","5","5","5","108","108","108","6","6","6","108","108","108","2","2","2","108","108","108","6","6","6","108","108","108"
"109","3","3","3","109","109","109","7","7","7","109","109","109","5","5","5","109","109","109","7","7","7","109","109","109","6","6","6","11802","11802","11802","5","5","5","109","109","109","8","8","8","109","109","109","10","10","10","109","109","109","8","8","8","109","109","109"
"110","5","5","5","110","110","110","6","6","6","110","110","110","9","9","9","110","110","110","4","4","4","110","110","110","6","6","6","11980","11980","11980","4","4","4","110","110","110","9","9","9","110","110","110","2","2","2","110","110","110","8","8","8","110","110","110"
"111","5","5","5","111","111","111","5","5","5","111","111","111","7","7","7","111","111","111","4","4","4","111","111","111","7","7","7","12156","12156","12156","6","6","6","111","111","111","7","7","7","111","111","111","5","5","5","111","111","111","8","8","8","111","111","111"
"112","5","5","5","112","112","112","4","4","4","112","112","112","6","6","6","112","112","112","6","6","6","112","112","112","6","6","6","12335","12335","12335","8","8","8","112","112","112","4","4","4","112","112","112","8","8","8","112","112","112","6","6","6","112","112","112"
"113","3","3","3","113","113","113","6","6","6","113","113","113","6","6","6","113","113","113","4","4","4","113","113","113","6","6","6","12506","12506","12506","5","5","5","113","113","113","7","7","7","113","113","113","5","5","5","113","113","113","4","4","4","113","113","113"
"114","5","5","5","114","114","114","6","6","6","114","114","114","10","10","10","114","114","114","4","4","4","114","114","114","6","6","6","12679","12679","12679","6","6","6","114","114","114","6","6","6","114","114","114","2","2","2","114","114","114","5","5","5","114","114","114"
"115","3","3","3","115","115","115","7","7","7","115","115","115","6","6","6","115","115","115","4","4","4","115","115","115","7","7","7","12852","12852","12852","8","8","8","115","115","115","3","3","3","115","115","115","6","6","6","115","115","115","4","4","4","115","115","115"
"116","7","7","7","116","116","116","4","4","4","116","116","116","4","4","4","116","116","116","6","6","6","116","116","116","7","7","7","13016","13016","13016","8","8","8","116","116","116","5","5","5","116","116","116","6","6","6","116","116","116","8","8","8","116","116","116"
"117","6","6","6","117","117","117","8","8","8","117","117","117","8","8","8","117","117","117","2","2","2","117","117","117","7","7","7","13181","13181","13181","7","7","7","117","117","117","8","8","8","117","117","117","2","2","2","117","117","117","7","7","7","117","117","117"
"118","6","6","6","118","118","118","2","2","2","118","118","118","6","6","6","118","118","118","3","3","3","118","118","118","7","7","7","13347","13347","13347","4","4","4","118","118","118","4","4","4","118","118","118","4","4","4","118","118","118","6","6","6","118","118","118"
"119","4","4","4","119","119","119","6","6","6","119","119","119","4","4","4","119","119","119","3","3","3","119","119","119","6","6","6","13521","13521","13521","5","5","5","119","119","119","7","7","7","119","119","119","2","2","2","119","119","119","6","6","6","119","119","119"
"120","5","5","5","120","120","120","3","3","3","120","120","120","7","7","7","120","120","120","6","6","6","120","120","120","7","7","7","13692","13692","13692","7","7","7","120","120","120","5","5","5","120","120","120","6","6","6","120","120","120","5","5","5","120","120","120"
"121","8","8","8","121","121","121","7","7","7","121","121","121","5","5","5","121","121","121","6","6","6","121","121","121","7","7","7","13864","13864","13864","5","5","5","121","121","121","6","6","6","121","121","121","6","6","6","121","121","121","8","8","8","121","121","121"
"122","7","7","7","122","122","122","7","7","7","122","122","122","6","6","6","122","122","122","8","8","8","122","122","122","6","6","6","14034","14034","14034","5","5","5","122","122","122","5","5","5","122","122","122","7","7","7","122","122","122","8","8","8","122","122","122"
"123","7","7","7","123","123","123","4","4","4","123","123","123","4","4","4","123","123","123","4","4","4","123","123","123","6","6","6","14206","14206","14206","7","7","7","123","123","123","5","5","5","123","123","123","5","5","5","123","123","123","9","9","9","123","123","123"
"124","7","7","7","124","124","124","4","4","4","124","124","124","6","6","6","124","124","124","5","5","5","124","124","124","7","7","7","14369","14369","14369","3","3","3","124","124","124","7","7","7","124","124","124","5","5","5","124","124","124","6","6","6","124","124","124"
"125","5","5","5","125","125","125","5","5","5","125","125","125","6","6","6","125","125","125","5","5","5","125","125","125","7","7","7","14538","14538","14538","4","4","4","125","125","125","4","4","4","125","125","125","7","7","7","125","125","125","5","5","5","125","125","125"
"126","5","5","5","126","126","126","5","5","5","126","126","126","7","7","7","126","126","126","5","5","5","126","126","126","6","6","6","14709","14709","14709","7","7","7","126","126","126","4","4","4","126","126","126","2","2","2","126","126","126","4","4","4","126","126","126"
"127","6","6","6","127","127","127","5","5","5","127","127","127","6","6","6","127","127","127","7","7","7","127","127","127","7","7","7","14879","14879","14879","6","6","6","127","127","127","6","6","6","127","127","127","6","6","6","127","127","127","8","8","8","127","127","127"
"128","3","3","3","128","128","128","2","2","2","128","128","128","6","6","6","128","128","128","9","9","9","128","128","128","6","6","6","15053","15053","15053","4","4","4","128","128","128","5","5","5","128","128","128","9","9","9","128","128","128","4","4","4","128","128","128"
"129","5","5","5","129","129","129","3","3","3","129","129","129","6","6","6","129","129","129","4","4","4","129","129","129","7","7","7","15226","15226","15226","6","6","6","129","129","129","5","5","5","129","129","129","8","8","8","129","129","129","4","4","4","129","129","129"
"130","7","7","7","130","130","130","4","4","4","130","130","130","5","5","5","130","130","130","6","6","6","130","130","130","7","7","7","15396","15396","15396","6","6","6","130","130","130","6","6","6","130","130","130","9","9","9","130","130","130","4","4","4","130","130","130"
"131","2","2","2","131","131","131","7","7","7","131","131","131","4","4","4","131","131","131","3","3","3","131","131","131","7","7","7","15571","15571","15571","3","3","3","131","131","131","7","7","7","131","131","131","6","6","6","131","131","131","6","6","6","131","131","131"
"132","7","7","7","132","132","132","7","7","7","132","132","132","7","7","7","132","132","132","5","5","5","132","132","132","6","6","6","15737","15737","15737","6","6","6","132","132","132","8","8","8","132","132","132","7","7","7","132","132","132","8","8","8","132","132","132"
"133","9","9","9","133","133","133","6","6","6","133","133","133","6","6","6","133","133","133","7","7","7","133","133","133","7","7","7","15906","15906","15906","5","5","5","133","133","133","4","4","4","133","133","133","4","4","4","133","133","133","2","2","2","133","133","133"
"134","5","5","5","134","134","134","3","3","3","134","134","134","6","6","6","134","134","134","7","7","7","134","134","134","7","7","7","16079","16079","16079","3","3","3","134","134","134","8","8","8","134","134","134","6","6","6","134","134","134","6","6","6","134","134","134"
"135","7","7","7","135","135","135","4","4","4","135","135","135","5","5","5","135","135","135","3","3","3","135","135","135","6","6","6","16253","16253","16253","1","1","1","135","135","135","6","6","6","135","135","135","2","2","2","135","135","135","4","4","4","135","135","135"
"136","5","5","5","136","136","136","8","8","8","136","136","136","6","6","6","136","136","136","7","7","7","136","136","136","6","6","6","16423","16423","16423","6","6","6","136","136","136","6","6","6","136","136","136","7","7","7","136","136","136","8","8","8","136","136","136"
"137","6","6","6","137","137","137","5","5","5","137","137","137","4","4","4","137","137","137","4","4","4","137","137","137","6","6","6","16595","16595","16595","6","6","6","137","137","137","4","4","4","137","137","137","7","7","7","137","137","137","6","6","6","137","137","137"
"138","4","4","4","138","138","138","5","5","5","138","138","138","7","7","7","138","138","138","6","6","6","138","138","138","6","6","6","16760","16760","16760","3","3","3","138","138","138","6","6","6","138","138","138","7","7","7","138","138","138","9","9","9","138","138","138"
"139","5","5","5","139","139","139","6","6","6","139","139","139","6","6","6","139","139","139","4","4","4","139","139","139","6","6","6","16926","16926","16926","7","7","7","139","139","139","4","4","4","139","139","139","6","6","6","139","139","139","7","7","7","139","139","139"
"140","6","6","6","140","140","140","7","7","7","140","140","140","4","4","4","140","140","140","7","7","7","140","140","140","6","6","6","17093","17093","17093","5","5","5","140","140","140","5","5","5","140","140","140","5","5","5","140","140","140","5","5","5","140","140","140"
"141","5","5","5","141","141","141","4","4","4","141","141","141","6","6","6","141","141","141","4","4","4","141","141","141","6","6","6","17257","17257","17257","3","3","3","141","141","141","3","3","3","141","141","141","4","4","4","141","141","141","4","4","4","141","141","141"
"142","5","5","5","142","142","142","7","7","7","142","142","142","5","5","5","142","142","142","3","3","3","142","142","142","6","6","6","17420","17420","17420","6","6","6","142","142","142","2","2","2","142","142","142","5","5","5","142","142","142","5","5","5","142","142","142"
"143","7","7","7","143","143","143","6","6","6","143","143","143","5","5","5","143","143","143","7","7","7","143","143","143","6","6","6","17592","17592","17592","7","7","7","143","143","143","4","4","4","143","143","143","2","2","2","143","143","143","6","6","6","143","143","143"
"144","5","5","5","144","144","144","8","8","8","144","144","144","7","7","7","144","144","144","8","8","8","144","144","144","6","6","6","17753","17753","17753","5","5","5","144","144","144","5","5","5","144","144","144","8","8","8","144","144","144","8","8","8","144","144","144"
"145","5","5","5","145","145","145","8","8","8","145","145","145","5","5","5","145","145","145","1","1","1","145","145","145","6","6","6","17924","17924","17924","6","6","6","145","145","145","9","9","9","145","145","145","2","2","2","145","145","145","8","8","8","145","145","145"
"146","6","6","6","146","146","146","4","4","4","146","146","146","7","7","7","146","146","146","4","4","4","146","146","146","6","6","6","18092","18092","18092","6","6","6","146","146","146","6","6","6","146","146","146","8","8","8","146","146","146","8","8","8","146","146","146"
"147","4","4","4","147","147","147","9","9","9","147","147","147","6","6","6","147","147","147","5","5","5","147","147","147","6","6","6","18260","18260","18260","5","5","5","147","147","147","6","6","6","147","147","147","6","6","6","147","147","147","9","9","9","147","147","147"
"148","5","5","5","148","148","148","7","7","7","148","148","148","6","6","6","148","148","148","7","7","7","148","148","148","6","6","6","18432","18432","18432","8","8","8","148","148","148","5","5","5","148","148","148","4","4","4","148","148","148","6","6","6","148","148","148"
"149","6","6","6","149","149","149","6","6","6","149","149","149","6","6","6","149","149","149","5","5","5","149","149","149","6","6","6","18599","18599","18599","5","5","5","149","149","149","6","6","6","149","149","149","8","8","8","149","149","149","6","6","6","149","149","149"
"150","6","6","6","150","150","150","5","5","5","150","150","150","6","6","6","150","150","150","5","5","5","150","150","150","6","6","6","18772","18772","18772","5","5","5","150","150","150","5","5","5","150","150","150","6","6","6","150","150","150","7","7","7","150","150","150"
"151","8","8","8","151","151","151","6","6","6","151","151","151","6","6","6","151","151","151","7","7","7","151","151","151","6","6","6","18944","18944","18944","7","7","7","151","151","151","8","8","8","151","151","151","2","2","2","151","151","151","4","4","4","151","151","151"
"152","5","5","5","152","152","152","6","6","6","152","152","152","4","4","4","152","152","152","4","4","4","152","152","152","6","6","6","19112","19112","19112","4","4","4","152","152","152","4","4","4","152","152","152","2","2","2","152","152","152","9","9","9","152","152","152"
"153","8","8","8","153","153","153","5","5","5","153","153","153","5","5","5","153","153","153","4","4","4","153","153","153","6","6","6","19286","19286","19286","6","6","6","153","153","153","5","5","5","153","153","153","4","4","4","153","153","153","4","4","4","153","153","153"
"154","6","6","6","154","154","154","7","7","7","154","154","154","6","6","6","154","154","154","4","4","4","154","154","154","6","6","6","19457","19457","19457","6","6","6","154","154","154","2","2","2","154","154","154","2","2","2","154","154","154","5","5","5","154","154","154"
"155","7","7","7","155","155","155","6","6","6","155","155","155","6","6","6","155","155","155","4","4","4","155","155","155","6","6","6","19627","19627","19627","5","5","5","155","155","155","4","4","4","155","155","155","7","7","7","155","155","155","5","5","5","155","155","155"
"156","3","3","3","156","156","156","6","6","6","156","156","156","6","6","6","156","156","156","3","3","3","156","156","156","5","5","5","19686","19686","19686","5","5","5","156","156","156","6","6","6","156","156","156","7","7","7","156","156","156","4","4","4","156","156","156"
"157","9","9","9","157","157","157","5","5","5","157","157","157","7","7","7","157","157","157","4","4","4","157","157","157","5","5","5","19743","19743","19743","5","5","5","157","157","157","8","8","8","157","157","157","7","7","7","157","157","157","9","9","9","157","157","157"
"158","7","7","7","158","158","158","4","4","4","158","158","158","5","5","5","158","158","158","4","4","4","158","158","158","5","5","5","19802","19802","19802","7","7","7","158","158","158","9","9","9","158","158","158","7","7","7","158","158","158","3","3","3","158","158","158"
